Date,Location,Vehicle_Type,Violation_Type,Fine_Amount,Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded_kmphr,Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty,Fine_Payment_Status,year_no,month_no,month_name,quarter_no
2024-03-17,Rajiv Chowk,Auto-rickshaw,No Seatbelt,1000,True,Stormy,Morning,Under Construction,50+,2,High,Suspended,False,87,Punjab,9,1,759,Paid,2024,3,March,1
2024-09-22,Sikanderpur,Truck,Red-Light Jump,2362,False,Foggy,Evening,Dry,26-35,2,Low,Suspended,True,102,Uttar Pradesh,8,2,3975,Unpaid,2024,9,September,3
2024-03-13,MG Road,Bike,No Helmet,1000,True,Clear,Evening,Wet,50+,2,Medium,Valid,False,29,Punjab,2,1,3358,Paid,2024,3,March,1
2024-06-13,IFFCO Chowk,Truck,Wrong-Side Driving,2307,True,Rainy,Afternoon,Under Construction,26-35,2,Medium,Expired,False,0,Uttar Pradesh,4,1,4228,Unpaid,2024,6,June,2
2024-08-14,Signature Tower Chowk,Bus,DUI,8225,True,Cloudy,Afternoon,Under Construction,26-35,3,High,Learner,True,25,Delhi,7,3,3575,Paid,2024,8,August,3
2024-04-24,Sheetala Mata Road,Bike,Red-Light Jump,1543,False,Stormy,Afternoon,Dry,50+,2,Low,Suspended,False,45,Punjab,4,1,1715,Disputed,2024,4,April,2
2024-05-14,MG Road,Truck,Wrong-Side Driving,5629,False,Rainy,Evening,Wet,26-35,1,High,Expired,False,44,Uttar Pradesh,1,2,3297,Unpaid,2024,5,May,2
2024-03-18,Golf Course Road,Truck,DUI,8640,False,Rainy,Night,Under Construction,18-25,0,High,Learner,False,103,Haryana,10,2,2065,Disputed,2024,3,March,1
2024-03-19,Sikanderpur,Auto-rickshaw,DUI,6970,False,Cloudy,Evening,Under Construction,26-35,3,Medium,Valid,True,88,Delhi,10,3,1644,Unpaid,2024,3,March,1
2024-05-18,Sohna Road near Iris Tech Park,Bike,Speeding,2812,True,Rainy,Evening,Slippery,18-25,1,High,Valid,True,64,Rajasthan,7,1,975,Paid,2024,5,May,2
2024-05-08,NH-8,Auto-rickshaw,No Seatbelt,1000,False,Stormy,Evening,Wet,50+,3,Low,Valid,False,103,Rajasthan,10,1,4307,Disputed,2024,5,May,2
2024-11-10,Sheetala Mata Road,Bus,Red-Light Jump,1596,True,Clear,Afternoon,Under Construction,50+,5,Medium,Suspended,True,9,Rajasthan,8,3,610,Disputed,2024,11,November,4
2024-01-28,MG Road,Car,Wrong-Side Driving,5541,False,Foggy,Morning,Wet,18-25,4,Low,Expired,True,118,Delhi,3,1,894,Unpaid,2024,1,January,1
2024-02-28,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,False,Stormy,Evening,Slippery,26-35,3,Low,Valid,True,78,Rajasthan,7,3,723,Disputed,2024,2,February,1
2024-09-14,IFFCO Chowk,Bus,DUI,7762,False,Foggy,Morning,Slippery,26-35,2,Low,Learner,False,34,Punjab,5,2,2581,Unpaid,2024,9,September,3
2024-03-25,Sheetala Mata Road,Truck,DUI,7195,True,Clear,Evening,Wet,36-50,0,High,Learner,True,110,Haryana,7,2,1344,Unpaid,2024,3,March,1
2024-12-09,Udyog Vihar,Bus,Red-Light Jump,3870,True,Foggy,Morning,Slippery,50+,1,Low,Suspended,True,8,Delhi,1,2,1043,Disputed,2024,12,December,4
2024-06-23,Huda City Center,Truck,Red-Light Jump,2045,True,Clear,Evening,Under Construction,18-25,3,Medium,Valid,False,79,Delhi,4,3,4151,Paid,2024,6,June,2
2024-01-26,Golf Course Road,Car,DUI,7331,False,Stormy,Morning,Dry,50+,1,Medium,Expired,True,10,Punjab,6,1,2304,Disputed,2024,1,January,1
2024-12-16,Manesar Toll,Truck,Speeding,2682,False,Stormy,Evening,Wet,18-25,5,High,Valid,False,91,Uttar Pradesh,10,1,4847,Disputed,2024,12,December,4
2024-02-05,Cyber City,Car,No Seatbelt,1000,True,Rainy,Afternoon,Under Construction,50+,0,Medium,Suspended,True,53,Delhi,1,2,3207,Disputed,2024,2,February,1
2024-10-18,Sikanderpur,Bus,Wrong-Side Driving,7471,False,Rainy,Night,Slippery,18-25,24,Low,Expired,True,70,Delhi,9,1,1329,Paid,2024,10,October,4
2024-03-16,IFFCO Chowk,Bus,Red-Light Jump,2656,True,Stormy,Afternoon,Slippery,18-25,5,Low,Learner,True,107,Delhi,9,1,2052,Disputed,2024,3,March,1
2024-11-13,Sheetala Mata Road,Auto-rickshaw,Red-Light Jump,3647,True,Cloudy,Morning,Dry,18-25,3,High,Expired,False,64,Delhi,7,1,1072,Paid,2024,11,November,4
2024-09-25,Signature Tower Chowk,Auto-rickshaw,DUI,7858,False,Clear,Evening,Dry,50+,5,High,Expired,False,97,Haryana,7,2,3407,Paid,2024,9,September,3
2024-04-23,Sikanderpur,Truck,Red-Light Jump,3804,False,Rainy,Afternoon,Dry,50+,0,Medium,Learner,True,118,Delhi,6,3,2326,Paid,2024,4,April,2
2024-06-23,NH-8,Car,Wrong-Side Driving,5383,True,Clear,Morning,Under Construction,50+,2,Low,Expired,False,21,Delhi,3,1,3774,Disputed,2024,6,June,2
2024-02-11,Sohna Road near Iris Tech Park,Bus,No Seatbelt,1000,True,Stormy,Afternoon,Wet,50+,8,Low,Suspended,False,107,Delhi,5,2,3976,Unpaid,2024,2,February,1
2024-09-05,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,False,Stormy,Morning,Dry,18-25,2,Medium,Valid,True,50,Uttar Pradesh,5,3,576,Unpaid,2024,9,September,3
2024-04-05,Sheetala Mata Road,Bike,No Helmet,1000,True,Stormy,Night,Dry,26-35,2,Medium,Expired,True,16,Delhi,10,2,2235,Unpaid,2024,4,April,2
2024-04-28,Sheetala Mata Road,Auto-rickshaw,Speeding,3053,False,Clear,Night,Under Construction,26-35,3,Low,Expired,False,109,Haryana,7,3,2044,Unpaid,2024,4,April,2
2024-02-25,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,False,Rainy,Morning,Dry,26-35,2,High,Suspended,False,18,Uttar Pradesh,6,3,4787,Disputed,2024,2,February,1
2024-09-07,IFFCO Chowk,Bike,Red-Light Jump,3391,True,Rainy,Evening,Under Construction,26-35,0,Low,Suspended,False,38,Delhi,1,2,4882,Disputed,2024,9,September,3
2024-05-03,Huda City Center,Auto-rickshaw,Red-Light Jump,2256,False,Rainy,Evening,Under Construction,36-50,4,Medium,Learner,False,56,Punjab,6,1,1281,Paid,2024,5,May,2
2024-11-24,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,False,Foggy,Afternoon,Wet,26-35,5,Medium,Valid,True,20,Rajasthan,9,2,1856,Unpaid,2024,11,November,4
2024-07-07,MG Road,Truck,Wrong-Side Driving,2274,True,Foggy,Evening,Wet,50+,3,High,Expired,True,36,Rajasthan,10,3,4605,Paid,2024,7,July,3
2024-06-28,Sikanderpur,Bike,Red-Light Jump,2386,True,Stormy,Evening,Under Construction,26-35,2,High,Learner,False,52,Uttar Pradesh,9,1,1361,Unpaid,2024,6,June,2
2024-01-20,Rajiv Chowk,Bus,Red-Light Jump,4030,True,Cloudy,Evening,Dry,36-50,5,Medium,Expired,True,45,Haryana,2,3,1971,Paid,2024,1,January,1
2024-10-22,Udyog Vihar,Car,Wrong-Side Driving,4865,True,Cloudy,Morning,Dry,36-50,2,Medium,Suspended,True,80,Rajasthan,7,2,3601,Disputed,2024,10,October,4
2024-09-28,Golf Course Road,Bus,Red-Light Jump,2395,True,Rainy,Morning,Under Construction,50+,3,Medium,Learner,True,52,Delhi,5,3,2541,Unpaid,2024,9,September,3
2024-01-20,Rajiv Chowk,Bus,Wrong-Side Driving,7488,False,Cloudy,Afternoon,Wet,36-50,1,High,Learner,False,106,Rajasthan,5,1,1397,Paid,2024,1,January,1
2024-03-26,Sikanderpur,Bike,No Helmet,1000,False,Rainy,Evening,Slippery,26-35,2,High,Valid,False,83,Delhi,9,1,2362,Paid,2024,3,March,1
2024-12-19,Rajiv Chowk,Car,No Seatbelt,1000,False,Cloudy,Night,Wet,18-25,5,Low,Expired,False,85,Delhi,3,2,1543,Unpaid,2024,12,December,4
2024-02-21,Udyog Vihar,Auto-rickshaw,Speeding,2838,False,Foggy,Night,Under Construction,26-35,1,Medium,Expired,False,67,Rajasthan,5,2,4044,Disputed,2024,2,February,1
2024-08-13,Sohna Road near Iris Tech Park,Auto-rickshaw,DUI,9680,True,Cloudy,Morning,Slippery,36-50,2,High,Valid,True,78,Rajasthan,5,3,910,Unpaid,2024,8,August,3
2024-05-26,NH-8,Auto-rickshaw,DUI,6047,False,Rainy,Evening,Under Construction,36-50,1,Medium,Suspended,True,63,Delhi,3,3,2121,Disputed,2024,5,May,2
2024-01-02,Huda City Center,Auto-rickshaw,Red-Light Jump,1717,False,Foggy,Evening,Wet,36-50,5,High,Learner,True,29,Rajasthan,8,3,1070,Disputed,2024,1,January,1
2024-01-17,Sector 29,Bus,Wrong-Side Driving,3296,False,Rainy,Evening,Dry,50+,5,High,Suspended,False,89,Uttar Pradesh,6,2,3625,Unpaid,2024,1,January,1
2024-11-05,Cyber City,Truck,Speeding,4908,False,Cloudy,Evening,Wet,26-35,0,Low,Learner,True,81,Uttar Pradesh,1,2,1123,Disputed,2024,11,November,4
2024-06-24,Udyog Vihar,Auto-rickshaw,Wrong-Side Driving,3508,False,Cloudy,Afternoon,Under Construction,50+,3,High,Expired,False,30,Punjab,7,1,4045,Paid,2024,6,June,2
2024-05-27,Signature Tower Chowk,Auto-rickshaw,Red-Light Jump,3992,False,Rainy,Evening,Slippery,50+,3,High,Learner,False,70,Delhi,7,2,3420,Disputed,2024,5,May,2
2024-02-23,Sector 29,Car,Speeding,2991,True,Cloudy,Evening,Under Construction,36-50,3,Medium,Learner,True,61,Uttar Pradesh,9,1,1621,Paid,2024,2,February,1
2024-10-27,Sohna Road near Iris Tech Park,Bike,No Helmet,1000,True,Foggy,Morning,Dry,26-35,1,Low,Suspended,False,62,Delhi,5,3,4693,Unpaid,2024,10,October,4
2024-02-12,Rajiv Chowk,Car,Speeding,2760,False,Stormy,Morning,Dry,18-25,2,High,Expired,True,105,Punjab,7,2,1261,Disputed,2024,2,February,1
2024-07-11,MG Road,Car,No Seatbelt,1000,True,Foggy,Night,Dry,26-35,5,Low,Learner,True,71,Uttar Pradesh,2,1,637,Unpaid,2024,7,July,3
2024-11-01,Manesar Toll,Bus,No Seatbelt,1000,False,Cloudy,Morning,Slippery,36-50,1,High,Valid,False,32,Uttar Pradesh,1,2,964,Disputed,2024,11,November,4
2024-01-15,Golf Course Road,Truck,Speeding,1757,True,Stormy,Morning,Slippery,36-50,1,Low,Expired,False,33,Haryana,2,1,1272,Paid,2024,1,January,1
2024-07-22,Sohna Road near Iris Tech Park,Bus,DUI,9205,False,Rainy,Evening,Wet,36-50,5,Medium,Suspended,False,36,Uttar Pradesh,1,2,3510,Unpaid,2024,7,July,3
2024-04-11,Udyog Vihar,Auto-rickshaw,Wrong-Side Driving,3204,False,Clear,Afternoon,Wet,36-50,1,High,Expired,False,40,Rajasthan,8,2,2433,Disputed,2024,4,April,2
2024-08-22,Cyber City,Bike,Speeding,2681,False,Clear,Afternoon,Under Construction,26-35,0,Medium,Valid,False,73,Haryana,7,3,3080,Unpaid,2024,8,August,3
2024-07-15,Sector 29,Auto-rickshaw,Speeding,1247,False,Rainy,Afternoon,Slippery,50+,3,Low,Learner,True,6,Rajasthan,4,2,2385,Paid,2024,7,July,3
2024-08-26,Huda City Center,Truck,DUI,5725,False,Stormy,Morning,Dry,36-50,5,Medium,Suspended,False,37,Uttar Pradesh,7,2,2482,Paid,2024,8,August,3
2024-12-10,Sector 56,Bus,Speeding,3054,False,Clear,Evening,Wet,26-35,1,High,Expired,False,94,Delhi,8,3,3060,Disputed,2024,12,December,4
2024-03-18,Manesar Toll,Car,DUI,8231,False,Clear,Afternoon,Wet,18-25,5,High,Expired,True,110,Punjab,5,1,1719,Disputed,2024,3,March,1
2024-09-07,Sikanderpur,Car,No Seatbelt,1000,False,Foggy,Morning,Wet,18-25,3,Medium,Expired,True,101,Uttar Pradesh,7,2,4506,Paid,2024,9,September,3
2024-07-02,Rajiv Chowk,Auto-rickshaw,No Seatbelt,1000,False,Foggy,Afternoon,Dry,18-25,0,Medium,Expired,True,77,Delhi,5,2,2011,Unpaid,2024,7,July,3
2024-05-20,Signature Tower Chowk,Car,Wrong-Side Driving,7974,True,Foggy,Morning,Slippery,26-35,2,High,Valid,True,25,Punjab,2,3,4313,Disputed,2024,5,May,2
2024-09-27,Manesar Toll,Auto-rickshaw,Speeding,4641,False,Rainy,Morning,Slippery,18-25,0,Low,Suspended,True,96,Haryana,9,3,2121,Paid,2024,9,September,3
2024-01-09,Signature Tower Chowk,Bike,Wrong-Side Driving,5259,False,Rainy,Afternoon,Under Construction,18-25,5,High,Suspended,True,78,Punjab,9,2,3846,Paid,2024,1,January,1
2024-03-01,Sikanderpur,Truck,No Seatbelt,1000,False,Foggy,Night,Wet,36-50,3,Low,Valid,True,78,Delhi,5,1,1154,Disputed,2024,3,March,1
2024-10-22,Cyber City,Bus,Speeding,2402,True,Rainy,Morning,Slippery,50+,2,Medium,Valid,True,71,Uttar Pradesh,5,2,2027,Unpaid,2024,10,October,4
2024-11-22,Signature Tower Chowk,Truck,DUI,7672,False,Clear,Evening,Under Construction,50+,5,Medium,Learner,False,99,Rajasthan,10,3,4053,Unpaid,2024,11,November,4
2024-11-02,Golf Course Road,Bus,Red-Light Jump,4396,False,Cloudy,Afternoon,Wet,26-35,5,Medium,Learner,True,103,Rajasthan,9,2,1597,Disputed,2024,11,November,4
2024-07-07,Sector 56,Auto-rickshaw,DUI,6606,False,Rainy,Night,Under Construction,36-50,0,Low,Expired,False,13,Rajasthan,10,1,764,Disputed,2024,7,July,3
2024-12-01,Signature Tower Chowk,Truck,No Seatbelt,1000,True,Foggy,Afternoon,Dry,18-25,3,Low,Expired,True,36,Uttar Pradesh,6,1,579,Paid,2024,12,December,4
2024-10-04,Manesar Toll,Truck,Speeding,3141,True,Stormy,Afternoon,Under Construction,50+,3,Medium,Valid,False,20,Haryana,6,2,3072,Disputed,2024,10,October,4
2024-01-01,Sector 56,Bike,No Helmet,1000,False,Stormy,Morning,Slippery,26-35,0,Medium,Suspended,False,103,Delhi,7,3,2190,Unpaid,2024,1,January,1
2024-08-05,IFFCO Chowk,Bus,Wrong-Side Driving,7289,False,Rainy,Evening,Dry,26-35,1,Low,Valid,True,99,Punjab,5,2,1789,Unpaid,2024,8,August,3
2024-06-20,Sikanderpur,Bus,No Seatbelt,1000,False,Rainy,Morning,Slippery,26-35,9,Medium,Suspended,False,19,Delhi,10,2,1019,Unpaid,2024,6,June,2
2024-06-25,MG Road,Auto-rickshaw,Red-Light Jump,2158,False,Foggy,Evening,Wet,18-25,5,Medium,Learner,False,13,Uttar Pradesh,6,3,3122,Disputed,2024,6,June,2
2024-09-25,Cyber City,Bike,No Helmet,1000,True,Cloudy,Morning,Dry,26-35,2,High,Learner,True,76,Punjab,4,1,1269,Unpaid,2024,9,September,3
2024-11-23,Golf Course Road,Auto-rickshaw,Speeding,2478,True,Rainy,Afternoon,Slippery,36-50,5,High,Valid,False,111,Haryana,10,3,3168,Unpaid,2024,11,November,4
2024-05-18,Sector 56,Car,Red-Light Jump,2697,False,Stormy,Afternoon,Under Construction,36-50,4,High,Suspended,True,112,Punjab,5,3,3863,Disputed,2024,5,May,2
2024-10-13,IFFCO Chowk,Bike,Speeding,2864,False,Stormy,Night,Dry,26-35,2,Medium,Learner,False,95,Haryana,4,2,4371,Disputed,2024,10,October,4
2024-08-06,Sector 56,Car,Wrong-Side Driving,6811,False,Rainy,Evening,Dry,18-25,2,Medium,Suspended,False,61,Haryana,3,2,4180,Unpaid,2024,8,August,3
2024-10-04,Signature Tower Chowk,Bus,Wrong-Side Driving,6780,False,Foggy,Evening,Dry,36-50,3,Medium,Learner,False,14,Haryana,1,2,3988,Paid,2024,10,October,4
2024-11-01,Golf Course Road,Bus,Wrong-Side Driving,2319,False,Stormy,Morning,Under Construction,18-25,4,Low,Learner,True,108,Uttar Pradesh,2,1,3970,Unpaid,2024,11,November,4
2024-01-09,Signature Tower Chowk,Bike,DUI,9662,False,Cloudy,Afternoon,Dry,18-25,2,Medium,Learner,False,113,Uttar Pradesh,4,3,1686,Paid,2024,1,January,1
2024-02-17,Cyber City,Bike,Wrong-Side Driving,5589,True,Foggy,Afternoon,Under Construction,26-35,1,High,Learner,True,59,Rajasthan,8,2,2815,Disputed,2024,2,February,1
2024-02-09,Sohna Road near Iris Tech Park,Truck,Wrong-Side Driving,3606,False,Rainy,Evening,Slippery,50+,2,Medium,Learner,True,68,Uttar Pradesh,10,2,2427,Paid,2024,2,February,1
2024-11-28,Sector 56,Car,No Seatbelt,1000,False,Cloudy,Night,Wet,26-35,4,Low,Suspended,True,71,Delhi,9,3,2025,Paid,2024,11,November,4
2024-12-02,MG Road,Bus,No Seatbelt,1000,True,Foggy,Afternoon,Dry,18-25,2,Medium,Suspended,True,44,Rajasthan,3,2,3250,Paid,2024,12,December,4
2024-10-11,Cyber City,Bus,Red-Light Jump,2260,False,Foggy,Evening,Wet,36-50,3,Medium,Valid,False,30,Haryana,3,2,2793,Unpaid,2024,10,October,4
2024-12-20,Sector 29,Bus,DUI,8532,True,Clear,Night,Under Construction,26-35,2,High,Expired,False,115,Haryana,10,2,3259,Unpaid,2024,12,December,4
2024-02-14,NH-8,Auto-rickshaw,Wrong-Side Driving,6873,True,Foggy,Afternoon,Slippery,26-35,0,High,Expired,False,65,Delhi,4,1,1081,Paid,2024,2,February,1
2024-01-06,Huda City Center,Car,Speeding,3313,True,Clear,Night,Wet,50+,3,High,Learner,False,70,Rajasthan,8,2,1443,Disputed,2024,1,January,1
2024-01-25,MG Road,Auto-rickshaw,Red-Light Jump,4529,True,Foggy,Morning,Slippery,18-25,1,Medium,Learner,False,8,Punjab,2,1,1223,Disputed,2024,1,January,1
2024-08-12,Sheetala Mata Road,Bike,Red-Light Jump,3870,False,Stormy,Night,Wet,50+,2,Low,Suspended,False,23,Punjab,10,2,3944,Paid,2024,8,August,3
2024-11-16,Sector 29,Car,Speeding,4872,False,Rainy,Morning,Wet,18-25,1,Low,Valid,False,19,Uttar Pradesh,5,1,4258,Paid,2024,11,November,4
2024-03-15,MG Road,Car,DUI,9455,False,Cloudy,Evening,Slippery,26-35,2,High,Suspended,True,94,Haryana,9,1,1414,Disputed,2024,3,March,1
2024-09-23,NH-8,Bike,Wrong-Side Driving,6324,True,Foggy,Morning,Slippery,26-35,3,Low,Expired,True,41,Punjab,6,2,995,Disputed,2024,9,September,3
2024-12-12,Cyber City,Truck,Speeding,3645,False,Clear,Morning,Under Construction,50+,1,High,Valid,False,109,Uttar Pradesh,1,1,933,Unpaid,2024,12,December,4
2024-01-01,Sikanderpur,Truck,No Seatbelt,1000,False,Foggy,Night,Wet,26-35,2,Medium,Valid,True,32,Delhi,7,2,3386,Paid,2024,1,January,1
2024-01-26,Sector 29,Bike,No Helmet,1000,True,Rainy,Afternoon,Under Construction,18-25,2,High,Valid,False,81,Rajasthan,10,3,3443,Unpaid,2024,1,January,1
2024-10-21,Manesar Toll,Bike,Red-Light Jump,4854,False,Clear,Morning,Slippery,18-25,3,Low,Expired,False,62,Haryana,4,2,1219,Paid,2024,10,October,4
2024-05-15,IFFCO Chowk,Bus,Red-Light Jump,4402,False,Foggy,Afternoon,Dry,18-25,1,High,Expired,True,59,Haryana,4,1,1739,Paid,2024,5,May,2
2024-09-07,Manesar Toll,Auto-rickshaw,Speeding,2177,False,Cloudy,Night,Under Construction,36-50,4,Low,Learner,False,70,Punjab,6,1,3295,Paid,2024,9,September,3
2024-08-13,Huda City Center,Truck,Wrong-Side Driving,6749,False,Foggy,Afternoon,Wet,50+,1,Medium,Expired,True,68,Haryana,10,2,1386,Disputed,2024,8,August,3
2024-09-02,Sheetala Mata Road,Car,Speeding,4677,False,Stormy,Evening,Under Construction,26-35,4,High,Expired,False,65,Punjab,4,2,4249,Paid,2024,9,September,3
2024-11-02,Huda City Center,Car,Speeding,4863,False,Stormy,Evening,Slippery,26-35,4,Low,Learner,False,99,Haryana,10,1,2512,Disputed,2024,11,November,4
2024-01-01,Sector 29,Bus,No Seatbelt,1000,True,Rainy,Afternoon,Dry,50+,5,High,Suspended,True,120,Delhi,9,2,3053,Paid,2024,1,January,1
2024-07-08,Sector 56,Bus,No Seatbelt,1000,False,Rainy,Afternoon,Under Construction,36-50,4,High,Learner,True,42,Rajasthan,6,3,564,Paid,2024,7,July,3
2024-03-11,MG Road,Car,No Seatbelt,1000,True,Rainy,Morning,Slippery,26-35,2,Medium,Valid,False,39,Punjab,3,3,2362,Paid,2024,3,March,1
2024-01-22,Cyber City,Bike,Wrong-Side Driving,4602,False,Foggy,Night,Dry,36-50,1,High,Suspended,True,76,Delhi,5,1,1937,Disputed,2024,1,January,1
2024-05-03,IFFCO Chowk,Truck,DUI,8621,False,Rainy,Night,Slippery,26-35,3,High,Suspended,False,42,Rajasthan,6,1,3300,Paid,2024,5,May,2
2024-08-02,Rajiv Chowk,Bus,DUI,9858,False,Rainy,Night,Dry,18-25,1,Medium,Valid,True,25,Rajasthan,2,3,3830,Disputed,2024,8,August,3
2024-08-15,NH-8,Bus,No Seatbelt,1000,True,Foggy,Morning,Wet,26-35,4,High,Expired,True,18,Rajasthan,4,2,4763,Paid,2024,8,August,3
2024-07-23,Sikanderpur,Car,No Seatbelt,1000,False,Cloudy,Night,Wet,36-50,4,High,Expired,False,25,Haryana,9,3,616,Paid,2024,7,July,3
2024-12-09,MG Road,Truck,DUI,7858,False,Clear,Afternoon,Slippery,18-25,4,Medium,Valid,False,82,Rajasthan,4,1,1754,Paid,2024,12,December,4
2024-10-16,Udyog Vihar,Auto-rickshaw,Red-Light Jump,2950,False,Foggy,Morning,Dry,26-35,2,Medium,Suspended,False,77,Punjab,9,3,1835,Paid,2024,10,October,4
2024-05-10,Sector 29,Bus,DUI,7512,False,Cloudy,Morning,Slippery,18-25,1,Medium,Suspended,True,84,Haryana,2,1,1102,Disputed,2024,5,May,2
2024-07-03,Sheetala Mata Road,Auto-rickshaw,No Seatbelt,1000,False,Foggy,Evening,Dry,50+,0,Medium,Learner,True,16,Rajasthan,2,2,1347,Disputed,2024,7,July,3
2024-11-23,Signature Tower Chowk,Truck,Speeding,4287,False,Cloudy,Afternoon,Under Construction,50+,3,High,Expired,False,61,Delhi,8,1,3860,Paid,2024,11,November,4
2024-08-13,Sikanderpur,Bike,Speeding,1289,False,Cloudy,Afternoon,Under Construction,18-25,2,Medium,Expired,True,38,Delhi,10,3,777,Disputed,2024,8,August,3
2024-01-13,Signature Tower Chowk,Bus,Red-Light Jump,4415,True,Clear,Night,Dry,18-25,4,Low,Valid,True,34,Uttar Pradesh,3,3,4463,Paid,2024,1,January,1
2024-08-09,Sector 29,Auto-rickshaw,Red-Light Jump,3102,False,Cloudy,Morning,Wet,26-35,2,High,Valid,True,110,Rajasthan,4,1,698,Unpaid,2024,8,August,3
2024-08-19,Rajiv Chowk,Bus,Speeding,2046,False,Stormy,Morning,Under Construction,36-50,2,Medium,Valid,False,34,Delhi,5,2,578,Disputed,2024,8,August,3
2024-04-24,MG Road,Bus,Red-Light Jump,3391,False,Foggy,Night,Dry,50+,5,High,Suspended,False,17,Uttar Pradesh,1,1,3669,Unpaid,2024,4,April,2
2024-10-01,Sikanderpur,Auto-rickshaw,Speeding,2855,False,Clear,Evening,Slippery,26-35,5,Medium,Expired,True,76,Uttar Pradesh,6,1,1088,Disputed,2024,10,October,4
2024-08-18,Cyber City,Truck,Wrong-Side Driving,7476,True,Foggy,Night,Slippery,50+,3,Medium,Valid,True,3,Haryana,9,1,2542,Paid,2024,8,August,3
2024-05-04,Sector 29,Bus,Speeding,1926,True,Rainy,Morning,Under Construction,26-35,2,Medium,Valid,True,89,Uttar Pradesh,3,1,3532,Unpaid,2024,5,May,2
2024-07-23,Huda City Center,Bus,Wrong-Side Driving,5304,True,Cloudy,Evening,Wet,50+,4,Medium,Suspended,False,62,Rajasthan,7,3,2916,Unpaid,2024,7,July,3
2024-09-27,NH-8,Bus,Red-Light Jump,3391,False,Clear,Evening,Dry,26-35,2,High,Expired,True,7,Uttar Pradesh,9,3,1997,Disputed,2024,9,September,3
2024-05-18,Udyog Vihar,Bus,DUI,5072,False,Clear,Night,Slippery,26-35,2,Medium,Expired,True,57,Haryana,5,1,4010,Unpaid,2024,5,May,2
2024-05-04,Huda City Center,Car,Red-Light Jump,1518,False,Cloudy,Afternoon,Wet,26-35,4,Medium,Expired,False,69,Haryana,1,3,2457,Paid,2024,5,May,2
2024-08-28,Golf Course Road,Truck,Red-Light Jump,2668,True,Stormy,Evening,Under Construction,50+,1,Low,Expired,False,65,Delhi,7,1,4002,Unpaid,2024,8,August,3
2024-08-10,Huda City Center,Truck,DUI,8097,True,Stormy,Night,Under Construction,18-25,3,Low,Suspended,False,71,Punjab,3,3,2259,Disputed,2024,8,August,3
2024-04-08,IFFCO Chowk,Bus,DUI,5407,False,Cloudy,Afternoon,Wet,50+,1,Medium,Expired,False,12,Punjab,4,1,4023,Unpaid,2024,4,April,2
2024-02-22,Udyog Vihar,Bike,Wrong-Side Driving,2724,False,Cloudy,Afternoon,Wet,26-35,3,Low,Expired,True,90,Punjab,9,3,3333,Paid,2024,2,February,1
2024-04-08,Cyber City,Car,Red-Light Jump,3752,False,Cloudy,Evening,Dry,50+,0,Medium,Learner,True,28,Punjab,4,1,1920,Disputed,2024,4,April,2
2024-04-26,Sikanderpur,Car,Wrong-Side Driving,5418,True,Clear,Morning,Under Construction,36-50,0,High,Learner,False,60,Haryana,10,1,3262,Paid,2024,4,April,2
2024-10-09,Golf Course Road,Car,No Seatbelt,1000,False,Foggy,Afternoon,Wet,36-50,2,Low,Learner,True,51,Rajasthan,4,3,2381,Paid,2024,10,October,4
2024-08-07,NH-8,Truck,Speeding,2397,False,Foggy,Morning,Under Construction,50+,3,Low,Expired,False,103,Rajasthan,5,2,784,Unpaid,2024,8,August,3
2024-08-01,Sikanderpur,Auto-rickshaw,Red-Light Jump,2039,True,Cloudy,Afternoon,Dry,18-25,4,Low,Suspended,True,101,Delhi,6,3,4470,Paid,2024,8,August,3
2024-01-22,Sikanderpur,Bus,Speeding,2139,True,Stormy,Morning,Dry,36-50,1,Medium,Expired,True,27,Punjab,9,3,3142,Paid,2024,1,January,1
2024-08-28,IFFCO Chowk,Bus,No Seatbelt,1000,False,Stormy,Morning,Dry,36-50,1,High,Expired,True,97,Punjab,7,3,2259,Paid,2024,8,August,3
2024-11-02,Sheetala Mata Road,Bike,Red-Light Jump,7885,False,Foggy,Evening,Under Construction,18-25,3,Low,Learner,True,9,Uttar Pradesh,3,1,3815,Disputed,2024,11,November,4
2024-02-07,NH-8,Truck,No Seatbelt,1000,True,Rainy,Morning,Dry,18-25,1,Low,Suspended,True,41,Rajasthan,5,3,2227,Disputed,2024,2,February,1
2024-10-28,Sohna Road near Iris Tech Park,Auto-rickshaw,No Seatbelt,1000,True,Foggy,Afternoon,Slippery,18-25,0,High,Valid,True,113,Haryana,4,2,4324,Unpaid,2024,10,October,4
2024-12-14,Sector 56,Car,Speeding,4776,False,Cloudy,Morning,Dry,50+,4,Medium,Suspended,False,64,Delhi,10,1,4540,Unpaid,2024,12,December,4
2024-07-14,Udyog Vihar,Truck,DUI,9744,False,Foggy,Morning,Under Construction,18-25,5,Medium,Suspended,False,115,Rajasthan,9,1,2739,Unpaid,2024,7,July,3
